,id,superficie,cubierta,precio,piso,expensas,descripcion,ambientes,pileta,seguridad,parrilla,balcon,cochera,geometry,dist_comisarias,dist_subte,dist_trenes,dist_metrobus,antiguedad
740,7651,77.0,77.0,2019.3376623376623,2.0,,"Corredor Responsable: Ariel Champanier - C.U.C.I.C.B.A. 4330Contacto: Silvia Amador - MLS ID # 181234-503PREVENTA LANZAMIENTO CONCEPTO NICETO FIDEICOMISO ENTRE BONPLAND , CERCA DE DORREGO IDEAL INVERSORES, ESTUDIANTES INTERIOR. ES APTO PROFESIONAL, ENTREGA 36 MESES.- OPCIONAL COCHERAS ANT:15.500 Y 36 CTS EN $2.222 2 ""A""  3 AMBIENTES ,BAÑO Y TOILET  (65 m2)BALCON 11,21m2   ANTICIPO U$S 54256+ 36 cuotas de $44.992.-  (Valor m2: U$S 2019.-)  APTO PROFESIONAL.    AMENITIES: PARRILLA,  SOLARIUM,  LAUNDRY, JACUZZI BAULERAS  Excelente comunicación con toda la ciudad. productoras Polka, Canal 9 , Ideas del Sur, El mercado de las Pulgas, Tranquilo los boliches estan a 4 cuadras.-   FIDEICOMISO AL COSTO . ENTREGA: 36 MESES Oportunidad de inversión, primera vivienda o estudio de trabajo. Lanzamiento al costo.  CONSÚLTENOS POR OTRAS UNIDADES DE UNO Y UNO DIV Y LOFT CON TERRAZA PROPIA Y PARRILLA.- Ejemplo: 2°""B"" (Un amb div 45mt2) u$s 46.807 + 36 cuotas de $23.291    PROYECTO Y DIRECCIÓN DE OBRA: Estudio Mondschein & Asociados. Arquitecto Santiago E. Mondschein FIDUCIARIO: Estudio Dr. Ricardo Buccolo y Asociados 30 EDIFICIOS TERMINADOS Y EN EJECUCIÓN   COMERCIALIZA: RE/MAX PREMIUM Comisión de inmobiliaria 4% mas IVA .  CARACTERÍSTICAS GENERALES.   El edificio esta compuesto de un sótano, planta baja, y 8 pisos. Las unidades son destinadas a vivienda, y aptos para uso profesional.  CARPINTERÍA METÁLICA Y MADERA. Barandas de balcón de aluminio anonizado y vidrio. Ventanas corredizas combinadas con marco metálico y hojas de aluminio anodizado  Puertas de entrada de los departamentos, enchapados para lustrar, los restantes, pintadas. Herrajes de bronce platil.  INSTALACIÓN DE GAS.  Departamentos con calefacción por piso radiante con caldera a gas con regulación de temperatura individual y un artefacto de cocina de cuatro hornallas con  horno y parrilla de primera marca y campana de acero inoxidable.-  INSTALACIÓN SANITARIA Desagües cloacales primarios, secundarios, etc y pluviales en caños y accesorios de pvc 3.2, agua caliente y fría en cañería hidro 3 acquasistem o coes.  MUEBLES DE COCINA. En laminado a confirmar ,  bordes en aluminio anonizado, con estantes y cajones.  Mesadas en granito gris mara y/o similar y bacha de acero inoxidable.   GRIFERÍA Y ARTEFACTOS SANITARIOS. oBroncería de primera calidad modelo Allegro de FV bronce platil y/o similar. oArtefactos líneas Capea y/o FERRUM blanco, bañera de chapa color blanco. oAccesorios de loza líneas Dux Capea de pegar y/o similar. oEspejo con marco de madera blanca pintada y/o similar.  PINTURA. Muros y cielorrasos al látex con retoques de enduido. Carpintería metálicas con antioxido, satinol y/o esmalte, según corresponda. Áreas comunes y medianeras con pintura acrílica u otra similar.  YESERÍA Faja perimetral y cielorrasos de baños y cocinas. Enlucido de paredes y cielorrasos en estar comedor y dormitorios.   BALCONES Y PALIER  SERVICIO. Cerámica 30 x 30 color a determinar con zócalo 0.07.-  CAJA ESCALERA Cemento rodillado negro con nariz ángulo de hierro (pedada y alzada) Baranda metálica.  INSTALACIÓN ASCENSORES (uno) Automáticos, cabina de acero inoxidable con espejos. Dos velocidades selectiva  colectiva  descendente. Puertas automáticas para pintar Puertas hall de entrada de acero inoxidable.   VIDRIOS oFlota 4.2 transparente y/o acanalado horizontal (de ser necesario)  HALL DE ENTRADA oAmplio con pisos de porcelanato o marmeta de mármol, según diseño. oParedes s/proyecto cielorrasos en yeso. oArtefactos de iluminación de tipos dicroicas oCerramientos en carpintería de acero inoxidable.   INSTALACIÓN DE INCENDIO oGabinetes, mangas lanzas y los correspondientes matafuegos.  oLuces de emergencia en áreas comunes.    INSTALACIÓN ELECTRICA. oLlaves y tomas marca Tecla Star Clio oLlaves térmicas y cables, bajo normas Iram oProvisión y colocación de artefactos de iluminación de las áreas comunes.   INSTALACIÓN TELEFÓNICA oCañería vacía. Con guía incluida  PISOS. oLiving comedor y dormitorio con piso flotante de madera. oZócalos para pintar oCocinas con cerámica scoop fresno gris de 25 x 25 y/o similar. oBaños con cerámica Village Marfil de 30 x 30 combinado con paredes y/o similar.  REVESTIMIENTOS. oCocinas con cerámica Cerro Negro 20 x 20 o 30 x 30 blanca y/o similar oBaños con cerámica Village Marfil 20 x 20, según detalle   o similar combinado con el piso.   ARTEFACTOS DE COCINA oA gas natural de 4 hornillas, horno y parrilla y campana de primera calidad marca Longvie y/o similar de acero inox   TERMOTANQUES oDepartamentos alimentados por un sistema central con termotanque de alta recuperación marca Reehn o similar de 300 litros cada uno.-  NOTA: se incluirá cualquier otra tarea y/o material necesario a fin de concluir con el edifico según las  reglas del buen arte, para finalizar con la entrega de todas las áreas en perfectas condiciones de habitabilidad y terminación.  NOTA: El Arquitecto se reserva el derecho de modificar y/o alterar materiales y diseños para el mejor desarrollo de la obra. ",3,0,0,1,1,1,POINT (-58.436469 -34.584294),1215.685171644677,1020.0270954086087,982.6262810166753,197.7096929881472,usado
741,7652,99.0,99.0,4848.484848484848,,,"Corredor Responsable: Alejandro Botta - CUCICBA 5922Contacto: Silvio Migli - MLS ID # 420391066-20Imperdible Duplex en las Cañitas  Piso ALTO con Balcon Aterrazado con  vista al Rio y la cancha de Polo  DISTRIBUCIÓN Primer Piso:    Cocina (con puerta balcón salida terraza) pisos porcelanato  Living comedor  (con ventanales Velux al frente y puertas balcón) piso madera roble francés.  Toilette y Terraza tambien con pisos de porcelanato   Escalera en roble francés   Segundo Piso 2 dormitorios con pisos flotantes, 1 baño con ducha y bañera   Además cuenta con : COCHERA DOBLE CUBIERTA, ubicada en el primer subsuelo entran 2 vehículos uno detrás del otro, Medidas 31m2   Y una baulera de 5m2 ubicada en el segundo subsuelo  Amenities : Pileta adultos y niños, SUM, gimnasio, sauna, laundry.  Calefacción piso radiante Seguridad las 24 hs.  Llamanos y lo Visitamos !",3,1,1,0,1,1,POINT (-58.431856 -34.573975),655.6802926813963,319.0160282345017,323.5646018594419,412.2725548032543,usado
756,7734,80.0,74.0,2275.0,7.0,2200.0,"Venta de Departamento 4 AMBIENTES en Palermo, Capital FederalSemipiso de dos dormitorios y dependencia de servicio en 7º piso al contrafrente con balcón. Dormitorios con placards. Lavadero. Baño completo. Dependencia y baño de servicio. -  - QUATTRO REAL ESTATE",4,0,0,0,1,0,POINT (-58.4244159 -34.5793434),527.6697419938959,156.77660554746157,214.00701109915104,49.99018944806016,usado
760,7743,63.0,50.0,3333.333333333333,,,"VENTA  de Departamento 2 AMBIENTES en Palermo, Capital Federal A estrenar divino - Balcón terraza con parrilla - Cocina integrada - Toilette - Baño en suite Placard de recepción -  - MARTA FLAMINI PROPIEDADES",2,0,0,1,1,0,POINT (-58.4321911 -34.581178),1071.1780726976722,668.5528037634181,599.5007879591055,212.06103012719768,estrenar
763,7792,40.0,35.0,3000.0,,,Excelente ubicación Av. Cordoba y Julian AlvarezCerca de la Universidad de Palermo y Universidad de KennedyUnidades de 2 ambientes de 40 m2Frente y contrafrenteDesde U$S100000Consulte unidades disponibles,2,0,0,0,0,0,POINT (-58.4232966 -34.57114960000001),1294.4921516484765,836.6467414823683,93.9087828857865,772.4189519631999,usado
777,7909,172.0,172.0,7267.441860465116,22.0,,"Corredor Responsable: Juan Carlos Treco - CUCICBA 4037Contacto: Lic. Pablo Sinderman - MLS ID # 420221063-75Venta de Piso de categoría en piso alto con vista unica al río y el Hipódromo de Palermo.  Se ingresa desde un amplio living en L, con pisos de porcelanato y muebles empotrados. Desde allí se accede a una amplia y luminosa cocina con comedor diario. Y allí conecta con el lavadero y la dependencia (o cuarto de planchado) con su baño completo.  Posee una master suite con amplio vestidor y un segundo dormitorio en suite con su vestidor.  Potencialmente, se podría agregar un tercer dormitorio, restándole espacio al living (escritorio según plano) levantando correspondiente pared que lo divida (originalmente estaba así construido de obra).  Agua caliente central.  Calefacción por losa radiante.  Acondicionadores de aire.  El precio incluye Cochera y Baulera.   El edificio posee los siguientes amenities:  - Piscina con Solarium - Gimnasio - Vestuarios y Sauna - Quincho con parrilla - Salón usos multiples - Micro Cine - Sala de Internet - Salón de juegos infantiles - Juegos de Niños en jardin - Conserjeria, seguridad y control  SE RECIBEN CONSULTAS Y SE COORDINAN VISITAS LLAMANDO AL CELULAR PUBLICADO.",4,1,1,1,0,1,POINT (-58.434498 -34.565312),976.8810015699974,1069.0914645545977,331.1980555353691,941.5556918095543,usado
779,7930,44.0,44.0,2727.2727272727275,,,"Corredor Responsable: Ariel Champanier - C.U.C.I.C.B.A. 4330Contacto: Matías Maffei - MLS ID # 181307-24Lindismo monoambiente Apaisado. Venta Con renta hasta el 2019. Renta del 6% anual. Ubicado en un 5to piso contrafrente abierto lleno de luz y muy silencioso. Balcón.  Pisos de Pinotea reciclada. Calefacción por piso radiante eléctrico, ventanas de aluminio Aluar linea Modena. Revestimiento veneciano en baño y cocina.Muebles de cocina madera oscura, horno de empotrar y anafe eléctricos marca Smeg. Amenities en el ultimo piso: Pileta. Parrilla, Solarium. SUM. Ubicado en pleno corazón de Palermo Hollywood, a media cuadra de Av. Niceto Vega, a dos de Av. Juan B Justo. Cercanías de transporte publico , gran variedad de opciones gastronómicas.  OPORTUNIDAD! ",1,1,0,1,1,0,POINT (-58.438811 -34.586319),1226.914277699636,1002.4901902249546,1038.0912876134416,386.832994048647,usado
784,7943,48.0,48.0,3541.666666666666,,,"Corredor Responsable: OSCAR N. LIBERMAN - CUCICBA 1442Contacto: Laura Cepeda - MLS ID # 420741005-25ESPECTACULAR DEPARTAMENTO DE 2 AMBIENTES  AL FRENTE CON BALCON ATERRAZADO, VISTA ABIERTA, ORIENTACIÓN NORESTE. SOL DE MAÑANA, SUPER LUMINOSO.  LIVING COMEDOR, CÓMODA COCINA INCORPORADA CON BARRA.  BAÑO COMPLETO.DORMITORIO CON AMPLIO PLACARD. PISOS FLOTANTES ALEMANES, VIDRIOS LAMINADOS QUE GRADÚAN HACIA EL INTERIOR A 20c  Y ACUSTIZANTES. SERVICIOS CENTRALES DE AGUA CALIENTE Y LOSA RADIANTE CON REGULACIÓN DE TEMPERATURA INDEPENDIENTE.  HORNO ELÉCTRICO, ANAFE A GAS.  SOLIDO EDIFICIO DE CATEGORIA, BUEN DISEÑO Y CALIDAD. APTO PROFESIONAL. 10 AÑOS DE ANTIGÜEDAD DE EXCELENTE CONSTRUCCIÓN, EXTERIORES DE DOBLE LADRILLO, MATERIALES DE 1º NIVEL. IMPORTANTES AMENITIES TERRAZA CON DECK Y GRAN PISCINA, SOLARIUM. SUM PARRILLAS, LAUNDRY, SAUNA. CUENTA CON LA MEJOR COCHERA FIJA Y CUBIERTA DEL EDIFICIO EN LA PLANTA BAJA A PASOS DE LA ENTRADA, BAULERA ( JAULA)  EXPENSAS $ 2500.-  AYSA $301 ABL$350.- LUZ $70 GAS $25    ",2,1,0,1,1,1,POINT (-58.44301700000001 -34.582185),1052.8638076329055,1069.336679796595,1052.3745335050933,836.6052020116115,usado
785,7945,32.0,27.0,3118.75,,,"Estudio IDEAL PARA TRABAJAR! Apto profesional Demanda para uso alternativo de renta temporaria. Ideal en la zona!Ubicación estratégica cercanía a Universidad de Palermo, Hospital GüemesBuenos accesos y disponibilidad de cocheras permanenteBajas expensas y gastos por unidad por escala**Las medidas son aproximadas y al solo efecto orientativo, las reales surgirán del plano de subdivisión. Perspectivas artísticas del emprendimiento. El mobiliario fue incluido a título ilustrativo y no forma parte del contrato. Material sujeto a alteraciones.**",1,0,0,0,0,1,POINT (-58.430556 -34.588889),478.0031942675879,1194.0132710395642,1210.4703738586315,548.1786992830573,usado
786,7946,32.0,27.0,3356.25,,,"A solo 1 cuadra de Av Córdoba y 2 de Honduras, cercano también a Scalabrini Ortiz, en justo equilibrio entre la vorágine del tránsito de la avenida y la serenidad que brindan las calles internas, el emprendimiento ofrecerá unidades amplias y luminosas de 1, 2 y 3 ambientes, con planta flexible y configuración customizada - de entre 30 a 70 m2 de superficie total - que podrán combinarse según las necesidades del usuario final.Por otra parte, su cercanía con la Universidad de Palermo y el Sanatorio Guemes lo convierte en una interesante propuesta de renta temporaria.Se trata de un edificio moderno y de calidad que reunirá importantes diferenciales: se ubica en un terreno de doble frente, contará con un Hall de Acceso en doble altura con exclusivos detalles decorativos y amenities de excelencia.Un producto de excelencia que aúna la arquitectura con el arte y lo expresivo a través de la inclusión de modernos vitraux.Un aporte que personaliza al proyecto al tiempo que amplía las prestaciones espaciales y optimiza el uso de la luz natural y que a la vez retoma la utilización de la expresión artística como medio de manifestación, con la incorporación de innovadores diseños en paños de vidrios de colores, serigrafías, impresiones, gigantografías y obras de arte.Perspectivas artísticas del emprendimiento. El mobiliario fue incluido a título ilustrativo y no forma parte del contrato. Material sujeto a alteraciones.",1,0,0,0,0,0,POINT (-58.430556 -34.588889),478.0031942675879,1194.0132710395642,1210.4703738586315,548.1786992830573,usado
787,7947,49.0,30.0,2530.612244897959,,,"A solo 1 cuadra de Av Córdoba y 2 de Honduras, cercano también a Scalabrini Ortiz, en justo equilibrio entre la vorágine del tránsito de la avenida y la serenidad que brindan las calles internas, el emprendimiento ofrecerá unidades amplias y luminosas de 1, 2 y 3 ambientes, con planta flexible y configuración customizada - de entre 30 a 70 m2 de superficie total - que podrán combinarse según las necesidades del usuario final.Por otra parte, su cercanía con la Universidad de Palermo y el Sanatorio Guemes lo convierte en una interesante propuesta de renta temporaria.Se trata de un edificio moderno y de calidad que reunirá importantes diferenciales: se ubica en un terreno de doble frente, contará con un Hall de Acceso en doble altura con exclusivos detalles decorativos y amenities de excelencia.Un producto de excelencia que aúna la arquitectura con el arte y lo expresivo a través de la inclusión de modernos vitraux.Un aporte que personaliza al proyecto al tiempo que amplía las prestaciones espaciales y optimiza el uso de la luz natural y que a la vez retoma la utilización de la expresión artística como medio de manifestación, con la incorporación de innovadores diseños en paños de vidrios de colores, serigrafías, impresiones, gigantografías y obras de arte.Perspectivas artísticas del emprendimiento. El mobiliario fue incluido a título ilustrativo y no forma parte del contrato. Material sujeto a alteraciones.",1,0,0,0,0,0,POINT (-58.430556 -34.588889),478.0031942675879,1194.0132710395642,1210.4703738586315,548.1786992830573,usado
788,7948,43.0,37.0,3458.139534883721,,,"2 AMBIENTES EN PALERMO!! Ideal para vivir!Diseño de alta Calidad, Moderno y Diferenciado con Doble FrenteBaño Principal en Suite con vestidorToilette de RecpeciónAmplio BalcónUbicación estratégica cercanía a Universidad de Palermo, Hospital GüemesBuenos accesosBajas expensas y gastos por unidad por escala**Las medidas son aproximadas y al solo efecto orientativo, las reales surgirán del plano de subdivisión. Perspectivas artísticas del emprendimiento. El mobiliario fue incluido a título ilustrativo y no forma parte del contrato. Material sujeto a alteraciones.**",2,0,0,0,1,0,POINT (-58.430556 -34.588889),478.0031942675879,1194.0132710395642,1210.4703738586315,548.1786992830573,usado
789,7949,32.0,0.0,3212.5,,,"A solo 1 cuadra de Av Córdoba y 2 de Honduras, cercano también a Scalabrini Ortiz, en justo equilibrio entre la vorágine del tránsito de la avenida y la serenidad que brindan las calles internas, el emprendimiento ofrecerá unidades amplias y luminosas de 1, 2 y 3 ambientes, con planta flexible y configuración customizada - de entre 30 a 70 m2 de superficie total - que podrán combinarse según las necesidades del usuario final.Por otra parte, su cercanía con la Universidad de Palermo y el Sanatorio Guemes lo convierte en una interesante propuesta de renta temporaria.Se trata de un edificio moderno y de calidad que reunirá importantes diferenciales: se ubica en un terreno de doble frente, contará con un Hall de Acceso en doble altura con exclusivos detalles decorativos y amenities de excelencia.Un producto de excelencia que aúna la arquitectura con el arte y lo expresivo a través de la inclusión de modernos vitraux.Un aporte que personaliza al proyecto al tiempo que amplía las prestaciones espaciales y optimiza el uso de la luz natural y que a la vez retoma la utilización de la expresión artística como medio de manifestación, con la incorporación de innovadores diseños en paños de vidrios de colores, serigrafías, impresiones, gigantografías y obras de arte.Perspectivas artísticas del emprendimiento. El mobiliario fue incluido a título ilustrativo y no forma parte del contrato. Material sujeto a alteraciones.",3,0,0,0,0,0,POINT (-58.430556 -34.588889),478.0031942675879,1194.0132710395642,1210.4703738586315,548.1786992830573,usado
790,7950,32.0,28.0,3175.0,,,"A solo 1 cuadra de Av Córdoba y 2 de Honduras, cercano también a Scalabrini Ortiz, en justo equilibrio entre la vorágine del tránsito de la avenida y la serenidad que brindan las calles internas, el emprendimiento ofrecerá unidades amplias y luminosas de 1, 2 y 3 ambientes, con planta flexible y configuración customizada - de entre 30 a 70 m2 de superficie total - que podrán combinarse según las necesidades del usuario final.Por otra parte, su cercanía con la Universidad de Palermo y el Sanatorio Guemes lo convierte en una interesante propuesta de renta temporaria.Se trata de un edificio moderno y de calidad que reunirá importantes diferenciales: se ubica en un terreno de doble frente, contará con un Hall de Acceso en doble altura con exclusivos detalles decorativos y amenities de excelencia.Un producto de excelencia que aúna la arquitectura con el arte y lo expresivo a través de la inclusión de modernos vitraux.Un aporte que personaliza al proyecto al tiempo que amplía las prestaciones espaciales y optimiza el uso de la luz natural y que a la vez retoma la utilización de la expresión artística como medio de manifestación, con la incorporación de innovadores diseños en paños de vidrios de colores, serigrafías, impresiones, gigantografías y obras de arte.Perspectivas artísticas del emprendimiento. El mobiliario fue incluido a título ilustrativo y no forma parte del contrato. Material sujeto a alteraciones.",1,0,0,0,0,0,POINT (-58.430556 -34.588889),478.0031942675879,1194.0132710395642,1210.4703738586315,548.1786992830573,usado
791,7951,32.0,28.0,3250.0,,,"A solo 1 cuadra de Av Córdoba y 2 de Honduras, cercano también a Scalabrini Ortiz, en justo equilibrio entre la vorágine del tránsito de la avenida y la serenidad que brindan las calles internas, el emprendimiento ofrecerá unidades amplias y luminosas de 1, 2 y 3 ambientes, con planta flexible y configuración customizada - de entre 30 a 70 m2 de superficie total - que podrán combinarse según las necesidades del usuario final.Por otra parte, su cercanía con la Universidad de Palermo y el Sanatorio Guemes lo convierte en una interesante propuesta de renta temporaria.Se trata de un edificio moderno y de calidad que reunirá importantes diferenciales: se ubica en un terreno de doble frente, contará con un Hall de Acceso en doble altura con exclusivos detalles decorativos y amenities de excelencia.Un producto de excelencia que aúna la arquitectura con el arte y lo expresivo a través de la inclusión de modernos vitraux.Un aporte que personaliza al proyecto al tiempo que amplía las prestaciones espaciales y optimiza el uso de la luz natural y que a la vez retoma la utilización de la expresión artística como medio de manifestación, con la incorporación de innovadores diseños en paños de vidrios de colores, serigrafías, impresiones, gigantografías y obras de arte.Perspectivas artísticas del emprendimiento. El mobiliario fue incluido a título ilustrativo y no forma parte del contrato. Material sujeto a alteraciones.",1,0,0,0,0,0,POINT (-58.430556 -34.588889),478.0031942675879,1194.0132710395642,1210.4703738586315,548.1786992830573,usado
792,7952,43.0,37.0,3465.116279069768,,,"A solo 1 cuadra de Av Córdoba y 2 de Honduras, cercano también a Scalabrini Ortiz, en justo equilibrio entre la vorágine del tránsito de la avenida y la serenidad que brindan las calles internas, el emprendimiento ofrecerá unidades amplias y luminosas de 1, 2 y 3 ambientes, con planta flexible y configuración customizada - de entre 30 a 70 m2 de superficie total - que podrán combinarse según las necesidades del usuario final.Por otra parte, su cercanía con la Universidad de Palermo y el Sanatorio Guemes lo convierte en una interesante propuesta de renta temporaria.Se trata de un edificio moderno y de calidad que reunirá importantes diferenciales: se ubica en un terreno de doble frente, contará con un Hall de Acceso en doble altura con exclusivos detalles decorativos y amenities de excelencia.Un producto de excelencia que aúna la arquitectura con el arte y lo expresivo a través de la inclusión de modernos vitraux.Un aporte que personaliza al proyecto al tiempo que amplía las prestaciones espaciales y optimiza el uso de la luz natural y que a la vez retoma la utilización de la expresión artística como medio de manifestación, con la incorporación de innovadores diseños en paños de vidrios de colores, serigrafías, impresiones, gigantografías y obras de arte.Perspectivas artísticas del emprendimiento. El mobiliario fue incluido a título ilustrativo y no forma parte del contrato. Material sujeto a alteraciones.",1,0,0,0,0,0,POINT (-58.430556 -34.588889),478.0031942675879,1194.0132710395642,1210.4703738586315,548.1786992830573,usado
793,7953,32.0,28.0,3353.125,,,"A solo 1 cuadra de Av Córdoba y 2 de Honduras, cercano también a Scalabrini Ortiz, en justo equilibrio entre la vorágine del tránsito de la avenida y la serenidad que brindan las calles internas, el emprendimiento ofrecerá unidades amplias y luminosas de 1, 2 y 3 ambientes, con planta flexible y configuración customizada - de entre 30 a 70 m2 de superficie total - que podrán combinarse según las necesidades del usuario final.Por otra parte, su cercanía con la Universidad de Palermo y el Sanatorio Guemes lo convierte en una interesante propuesta de renta temporaria.Se trata de un edificio moderno y de calidad que reunirá importantes diferenciales: se ubica en un terreno de doble frente, contará con un Hall de Acceso en doble altura con exclusivos detalles decorativos y amenities de excelencia.Un producto de excelencia que aúna la arquitectura con el arte y lo expresivo a través de la inclusión de modernos vitraux.Un aporte que personaliza al proyecto al tiempo que amplía las prestaciones espaciales y optimiza el uso de la luz natural y que a la vez retoma la utilización de la expresión artística como medio de manifestación, con la incorporación de innovadores diseños en paños de vidrios de colores, serigrafías, impresiones, gigantografías y obras de arte.Perspectivas artísticas del emprendimiento. El mobiliario fue incluido a título ilustrativo y no forma parte del contrato. Material sujeto a alteraciones.",1,0,0,0,0,0,POINT (-58.430556 -34.588889),478.0031942675879,1194.0132710395642,1210.4703738586315,548.1786992830573,usado
794,7954,32.0,28.0,3490.625,,,"A solo 1 cuadra de Av Córdoba y 2 de Honduras, cercano también a Scalabrini Ortiz, en justo equilibrio entre la vorágine del tránsito de la avenida y la serenidad que brindan las calles internas, el emprendimiento ofrecerá unidades amplias y luminosas de 1, 2 y 3 ambientes, con planta flexible y configuración customizada - de entre 30 a 70 m2 de superficie total - que podrán combinarse según las necesidades del usuario final.Por otra parte, su cercanía con la Universidad de Palermo y el Sanatorio Guemes lo convierte en una interesante propuesta de renta temporaria.Se trata de un edificio moderno y de calidad que reunirá importantes diferenciales: se ubica en un terreno de doble frente, contará con un Hall de Acceso en doble altura con exclusivos detalles decorativos y amenities de excelencia.Un producto de excelencia que aúna la arquitectura con el arte y lo expresivo a través de la inclusión de modernos vitraux.Un aporte que personaliza al proyecto al tiempo que amplía las prestaciones espaciales y optimiza el uso de la luz natural y que a la vez retoma la utilización de la expresión artística como medio de manifestación, con la incorporación de innovadores diseños en paños de vidrios de colores, serigrafías, impresiones, gigantografías y obras de arte.Perspectivas artísticas del emprendimiento. El mobiliario fue incluido a título ilustrativo y no forma parte del contrato. Material sujeto a alteraciones.",1,0,0,0,0,0,POINT (-58.430556 -34.588889),478.0031942675879,1194.0132710395642,1210.4703738586315,548.1786992830573,usado
795,7955,48.0,29.0,2475.0,,,"A solo 1 cuadra de Av Córdoba y 2 de Honduras, cercano también a Scalabrini Ortiz, en justo equilibrio entre la vorágine del tránsito de la avenida y la serenidad que brindan las calles internas, el emprendimiento ofrecerá unidades amplias y luminosas de 1, 2 y 3 ambientes, con planta flexible y configuración customizada - de entre 30 a 70 m2 de superficie total - que podrán combinarse según las necesidades del usuario final.Por otra parte, su cercanía con la Universidad de Palermo y el Sanatorio Guemes lo convierte en una interesante propuesta de renta temporaria.Se trata de un edificio moderno y de calidad que reunirá importantes diferenciales: se ubica en un terreno de doble frente, contará con un Hall de Acceso en doble altura con exclusivos detalles decorativos y amenities de excelencia.Un producto de excelencia que aúna la arquitectura con el arte y lo expresivo a través de la inclusión de modernos vitraux.Un aporte que personaliza al proyecto al tiempo que amplía las prestaciones espaciales y optimiza el uso de la luz natural y que a la vez retoma la utilización de la expresión artística como medio de manifestación, con la incorporación de innovadores diseños en paños de vidrios de colores, serigrafías, impresiones, gigantografías y obras de arte.Perspectivas artísticas del emprendimiento. El mobiliario fue incluido a título ilustrativo y no forma parte del contrato. Material sujeto a alteraciones.",1,0,0,0,0,0,POINT (-58.430556 -34.588889),478.0031942675879,1194.0132710395642,1210.4703738586315,548.1786992830573,usado
796,7956,30.0,29.0,3323.333333333333,,,"A solo 1 cuadra de Av Córdoba y 2 de Honduras, cercano también a Scalabrini Ortiz, en justo equilibrio entre la vorágine del tránsito de la avenida y la serenidad que brindan las calles internas, el emprendimiento ofrecerá unidades amplias y luminosas de 1, 2 y 3 ambientes, con planta flexible y configuración customizada - de entre 30 a 70 m2 de superficie total - que podrán combinarse según las necesidades del usuario final.Por otra parte, su cercanía con la Universidad de Palermo y el Sanatorio Guemes lo convierte en una interesante propuesta de renta temporaria.Se trata de un edificio moderno y de calidad que reunirá importantes diferenciales: se ubica en un terreno de doble frente, contará con un Hall de Acceso en doble altura con exclusivos detalles decorativos y amenities de excelencia.Un producto de excelencia que aúna la arquitectura con el arte y lo expresivo a través de la inclusión de modernos vitraux.Un aporte que personaliza al proyecto al tiempo que amplía las prestaciones espaciales y optimiza el uso de la luz natural y que a la vez retoma la utilización de la expresión artística como medio de manifestación, con la incorporación de innovadores diseños en paños de vidrios de colores, serigrafías, impresiones, gigantografías y obras de arte.Perspectivas artísticas del emprendimiento. El mobiliario fue incluido a título ilustrativo y no forma parte del contrato. Material sujeto a alteraciones.",1,0,0,0,0,0,POINT (-58.430556 -34.588889),478.0031942675879,1194.0132710395642,1210.4703738586315,548.1786992830573,usado
797,7957,30.0,29.0,3560.0,,,"A solo 1 cuadra de Av Córdoba y 2 de Honduras, cercano también a Scalabrini Ortiz, en justo equilibrio entre la vorágine del tránsito de la avenida y la serenidad que brindan las calles internas, el emprendimiento ofrecerá unidades amplias y luminosas de 1, 2 y 3 ambientes, con planta flexible y configuración customizada - de entre 30 a 70 m2 de superficie total - que podrán combinarse según las necesidades del usuario final.Por otra parte, su cercanía con la Universidad de Palermo y el Sanatorio Guemes lo convierte en una interesante propuesta de renta temporaria.Se trata de un edificio moderno y de calidad que reunirá importantes diferenciales: se ubica en un terreno de doble frente, contará con un Hall de Acceso en doble altura con exclusivos detalles decorativos y amenities de excelencia.Un producto de excelencia que aúna la arquitectura con el arte y lo expresivo a través de la inclusión de modernos vitraux.Un aporte que personaliza al proyecto al tiempo que amplía las prestaciones espaciales y optimiza el uso de la luz natural y que a la vez retoma la utilización de la expresión artística como medio de manifestación, con la incorporación de innovadores diseños en paños de vidrios de colores, serigrafías, impresiones, gigantografías y obras de arte.Perspectivas artísticas del emprendimiento. El mobiliario fue incluido a título ilustrativo y no forma parte del contrato. Material sujeto a alteraciones.",1,0,0,0,0,0,POINT (-58.430556 -34.588889),478.0031942675879,1194.0132710395642,1210.4703738586315,548.1786992830573,usado
